Region,Building type,Number of rooms,Form of ownership of plot,Year,Information,value
Turku,Building types total,Total,Own plot,2017,Number,
Turku,Building types total,Total,Own plot,2017,Price per square meter (eur/m2),
Turku,Building types total,Total,Own plot,2018,Number,
Turku,Building types total,Total,Own plot,2018,Price per square meter (eur/m2),
Turku,Building types total,Total,Own plot,2019,Number,
Turku,Building types total,Total,Own plot,2019,Price per square meter (eur/m2),
Turku,Building types total,Total,Own plot,2020,Number,
Turku,Building types total,Total,Own plot,2020,Price per square meter (eur/m2),
Turku,Building types total,Total,Own plot,2021,Number,
Turku,Building types total,Total,Own plot,2021,Price per square meter (eur/m2),
Turku,Building types total,Total,Own plot,2022,Number,
Turku,Building types total,Total,Own plot,2022,Price per square meter (eur/m2),
Turku,Building types total,Total,Own plot,2023,Number,
Turku,Building types total,Total,Own plot,2023,Price per square meter (eur/m2),
Turku,Building types total,Total,Own plot,2024,Number,
Turku,Building types total,Total,Own plot,2024,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2015,Number,
Turku,Building types total,Total,Rented plot,2015,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2016,Number,
Turku,Building types total,Total,Rented plot,2016,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2017,Number,
Turku,Building types total,Total,Rented plot,2017,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2018,Number,
Turku,Building types total,Total,Rented plot,2018,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2019,Number,
Turku,Building types total,Total,Rented plot,2019,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2020,Number,
Turku,Building types total,Total,Rented plot,2020,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2021,Number,
Turku,Building types total,Total,Rented plot,2021,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2022,Number,
Turku,Building types total,Total,Rented plot,2022,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2023,Number,
Turku,Building types total,Total,Rented plot,2023,Price per square meter (eur/m2),
Turku,Building types total,Total,Rented plot,2024,Number,
Turku,Building types total,Total,Rented plot,2024,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2015,Number,
Turku,Building types total,Total,Plot forms in total,2015,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2016,Number,
Turku,Building types total,Total,Plot forms in total,2016,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2017,Number,
Turku,Building types total,Total,Plot forms in total,2017,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2018,Number,
Turku,Building types total,Total,Plot forms in total,2018,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2019,Number,
Turku,Building types total,Total,Plot forms in total,2019,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2020,Number,
Turku,Building types total,Total,Plot forms in total,2020,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2021,Number,
Turku,Building types total,Total,Plot forms in total,2021,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2022,Number,
Turku,Building types total,Total,Plot forms in total,2022,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2023,Number,
Turku,Building types total,Total,Plot forms in total,2023,Price per square meter (eur/m2),
Turku,Building types total,Total,Plot forms in total,2024,Number,
Turku,Building types total,Total,Plot forms in total,2024,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2015,Number,
Turku,Building types total,One-room flat,Own plot,2015,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2016,Number,
Turku,Building types total,One-room flat,Own plot,2016,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2017,Number,
Turku,Building types total,One-room flat,Own plot,2017,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2018,Number,
Turku,Building types total,One-room flat,Own plot,2018,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2019,Number,
Turku,Building types total,One-room flat,Own plot,2019,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2020,Number,
Turku,Building types total,One-room flat,Own plot,2020,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2021,Number,
Turku,Building types total,One-room flat,Own plot,2021,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2022,Number,
Turku,Building types total,One-room flat,Own plot,2022,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2023,Number,
Turku,Building types total,One-room flat,Own plot,2023,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Own plot,2024,Number,
Turku,Building types total,One-room flat,Own plot,2024,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2015,Number,
Turku,Building types total,One-room flat,Rented plot,2015,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2016,Number,
Turku,Building types total,One-room flat,Rented plot,2016,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2017,Number,
Turku,Building types total,One-room flat,Rented plot,2017,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2018,Number,
Turku,Building types total,One-room flat,Rented plot,2018,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2019,Number,
Turku,Building types total,One-room flat,Rented plot,2019,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2020,Number,
Turku,Building types total,One-room flat,Rented plot,2020,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2021,Number,
Turku,Building types total,One-room flat,Rented plot,2021,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2022,Number,
Turku,Building types total,One-room flat,Rented plot,2022,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2023,Number,
Turku,Building types total,One-room flat,Rented plot,2023,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Rented plot,2024,Number,
Turku,Building types total,One-room flat,Rented plot,2024,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2015,Number,
Turku,Building types total,One-room flat,Plot forms in total,2015,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2016,Number,
Turku,Building types total,One-room flat,Plot forms in total,2016,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2017,Number,
Turku,Building types total,One-room flat,Plot forms in total,2017,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2018,Number,
Turku,Building types total,One-room flat,Plot forms in total,2018,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2019,Number,
Turku,Building types total,One-room flat,Plot forms in total,2019,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2020,Number,
Turku,Building types total,One-room flat,Plot forms in total,2020,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2021,Number,
Turku,Building types total,One-room flat,Plot forms in total,2021,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2022,Number,
Turku,Building types total,One-room flat,Plot forms in total,2022,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2023,Number,
Turku,Building types total,One-room flat,Plot forms in total,2023,Price per square meter (eur/m2),
Turku,Building types total,One-room flat,Plot forms in total,2024,Number,
Turku,Building types total,One-room flat,Plot forms in total,2024,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2015,Number,
Turku,Building types total,Two-room flat,Own plot,2015,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2016,Number,
Turku,Building types total,Two-room flat,Own plot,2016,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2017,Number,
Turku,Building types total,Two-room flat,Own plot,2017,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2018,Number,
Turku,Building types total,Two-room flat,Own plot,2018,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2019,Number,
Turku,Building types total,Two-room flat,Own plot,2019,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2020,Number,
Turku,Building types total,Two-room flat,Own plot,2020,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2021,Number,
Turku,Building types total,Two-room flat,Own plot,2021,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2022,Number,
Turku,Building types total,Two-room flat,Own plot,2022,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2023,Number,
Turku,Building types total,Two-room flat,Own plot,2023,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Own plot,2024,Number,
Turku,Building types total,Two-room flat,Own plot,2024,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2015,Number,
Turku,Building types total,Two-room flat,Rented plot,2015,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2016,Number,
Turku,Building types total,Two-room flat,Rented plot,2016,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2017,Number,
Turku,Building types total,Two-room flat,Rented plot,2017,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2018,Number,
Turku,Building types total,Two-room flat,Rented plot,2018,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2019,Number,
Turku,Building types total,Two-room flat,Rented plot,2019,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2020,Number,
Turku,Building types total,Two-room flat,Rented plot,2020,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2021,Number,
Turku,Building types total,Two-room flat,Rented plot,2021,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2022,Number,
Turku,Building types total,Two-room flat,Rented plot,2022,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2023,Number,
Turku,Building types total,Two-room flat,Rented plot,2023,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Rented plot,2024,Number,
Turku,Building types total,Two-room flat,Rented plot,2024,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2015,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2015,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2016,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2016,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2017,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2017,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2018,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2018,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2019,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2019,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2020,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2020,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2021,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2021,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2022,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2022,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2023,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2023,Price per square meter (eur/m2),
Turku,Building types total,Two-room flat,Plot forms in total,2024,Number,
Turku,Building types total,Two-room flat,Plot forms in total,2024,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2015,Number,
Turku,Building types total,Three-room flat+,Own plot,2015,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2016,Number,
Turku,Building types total,Three-room flat+,Own plot,2016,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2017,Number,
Turku,Building types total,Three-room flat+,Own plot,2017,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2018,Number,
Turku,Building types total,Three-room flat+,Own plot,2018,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2019,Number,
Turku,Building types total,Three-room flat+,Own plot,2019,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2020,Number,
Turku,Building types total,Three-room flat+,Own plot,2020,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2021,Number,
Turku,Building types total,Three-room flat+,Own plot,2021,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2022,Number,
Turku,Building types total,Three-room flat+,Own plot,2022,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2023,Number,
Turku,Building types total,Three-room flat+,Own plot,2023,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Own plot,2024,Number,
Turku,Building types total,Three-room flat+,Own plot,2024,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2015,Number,
Turku,Building types total,Three-room flat+,Rented plot,2015,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2016,Number,
Turku,Building types total,Three-room flat+,Rented plot,2016,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2017,Number,
Turku,Building types total,Three-room flat+,Rented plot,2017,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2018,Number,
Turku,Building types total,Three-room flat+,Rented plot,2018,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2019,Number,
Turku,Building types total,Three-room flat+,Rented plot,2019,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2020,Number,
Turku,Building types total,Three-room flat+,Rented plot,2020,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2021,Number,
Turku,Building types total,Three-room flat+,Rented plot,2021,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2022,Number,
Turku,Building types total,Three-room flat+,Rented plot,2022,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2023,Number,
Turku,Building types total,Three-room flat+,Rented plot,2023,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Rented plot,2024,Number,
Turku,Building types total,Three-room flat+,Rented plot,2024,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Plot forms in total,2015,Number,
Turku,Building types total,Three-room flat+,Plot forms in total,2015,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Plot forms in total,2016,Number,
Turku,Building types total,Three-room flat+,Plot forms in total,2016,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Plot forms in total,2017,Number,
Turku,Building types total,Three-room flat+,Plot forms in total,2017,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Plot forms in total,2018,Number,
Turku,Building types total,Three-room flat+,Plot forms in total,2018,Price per square meter (eur/m2),
Turku,Building types total,Three-room flat+,Plot forms in total,2019,Number,
